"data","loja","tipoCliente","qtde","totalVendido","lucro","margemPercentualMedia"
"6/2/2017","Balibeach - SP","1","491","9050,00","4065,74","44,93"
"6/2/2017","BALIBEACH RIO","0","2","93,00","24,16","25,98"
"6/2/2017","BALIBEACH RIO","1","169","2614,00","1205,57","46,12"
"7/2/2017","Balibeach - SP","0","4","135,00","31,90","23,63"
"7/2/2017","Balibeach - SP","1","220","4435,14","1696,11","38,24"
"7/2/2017","BALIBEACH RIO","1","251","4156,50","1593,22","38,33"
"8/2/2017","Balibeach - SP","0","17","610,99","206,46","33,79"
"8/2/2017","Balibeach - SP","1","172","3099,20","1301,32","41,99"
"8/2/2017","BALIBEACH RIO","0","2","70,00","28,63","40,90"
"8/2/2017","BALIBEACH RIO","1","28","624,00","228,89","36,68"
"9/2/2017","Balibeach - SP","0","15","494,98","193,49","39,09"
"9/2/2017","Balibeach - SP","1","2012","31332,00","13074,26","41,73"
"9/2/2017","BALIBEACH RIO","0","1","38,00","14,25","37,50"
"9/2/2017","BALIBEACH RIO","1","68","1092,00","418,83","38,35"
"10/2/2017","Balibeach - SP","0","12","446,00","158,91","35,63"
"10/2/2017","Balibeach - SP","1","216","3859,41","1264,66","32,77"
"10/2/2017","BALIBEACH RIO","1","238","4189,00","1625,97","38,82"
"11/2/2017","Balibeach - SP","0","16","715,00","264,43","36,98"
"11/2/2017","Balibeach - SP","1","45","1075,00","320,69","29,83"
"13/2/2017","Balibeach - SP","0","14","483,00","197,30","40,85"
"13/2/2017","Balibeach - SP","1","53","1104,00","450,71","40,83"
"13/2/2017","BALIBEACH RIO","0","3","207,00","60,93","29,44"
"13/2/2017","BALIBEACH RIO","1","245","5165,00","1770,71","34,28"
"14/2/2017","Balibeach - SP","0","7","215,00","81,89","38,09"
"14/2/2017","Balibeach - SP","1","188","4278,50","1448,12","33,85"
"14/2/2017","BALIBEACH RIO","0","1","82,00","26,84","32,73"
"14/2/2017","BALIBEACH RIO","1","130","2629,00","901,40","34,29"
"15/2/2017","Balibeach - SP","0","7","215,00","93,48","43,48"
"15/2/2017","Balibeach - SP","1","249","5960,50","2115,00","35,48"
"15/2/2017","BALIBEACH RIO","0","2","92,00","16,72","18,17"
"15/2/2017","BALIBEACH RIO","1","64","1182,00","454,55","38,46"
"16/2/2017","Balibeach - SP","0","12","398,00","167,10","41,98"
"16/2/2017","Balibeach - SP","1","499","11500,00","4212,34","36,63"
"16/2/2017","BALIBEACH RIO","0","1","20,00","5,44","27,20"
"16/2/2017","BALIBEACH RIO","1","183","3237,00","1348,13","41,65"
"17/2/2017","Balibeach - SP","0","2","70,00","25,95","37,08"
"17/2/2017","BALIBEACH RIO","0","1","25,00","7,78","31,11"
"17/2/2017","BALIBEACH RIO","1","200","4078,00","1685,82","41,34"
"18/2/2017","Balibeach - SP","0","43","1518,00","576,74","37,99"
"18/2/2017","Balibeach - SP","1","71","2457,00","813,44","33,11"
"20/2/2017","Balibeach - SP","0","6","235,00","61,33","26,10"
"20/2/2017","Balibeach - SP","1","3452","46218,50","20105,22","43,50"
"20/2/2017","BALIBEACH RIO","0","4","132,00","55,54","42,08"
"20/2/2017","BALIBEACH RIO","1","93","2069,00","720,32","34,81"
"21/2/2017","Balibeach - SP","0","15","495,00","171,46","34,64"
"21/2/2017","Balibeach - SP","1","859","13957,00","6076,85","43,54"
"21/2/2017","BALIBEACH RIO","0","9","388,00","117,28","30,23"
"21/2/2017","BALIBEACH RIO","1","152","3078,50","1109,55","36,04"
"22/2/2017","Balibeach - SP","0","7","220,00","88,96","40,43"
"22/2/2017","Balibeach - SP","1","340","6728,20","2688,91","39,96"
"22/2/2017","BALIBEACH RIO","0","4","212,80","70,83","33,28"
"22/2/2017","BALIBEACH RIO","1","7","142,00","56,42","39,74"
"23/2/2017","Balibeach - SP","0","16","583,00","222,82","38,22"
"23/2/2017","Balibeach - SP","1","573","9080,50","4141,24","45,61"
"23/2/2017","BALIBEACH RIO","1","32","574,00","212,74","37,06"
"24/2/2017","Balibeach - SP","0","13","475,00","155,36","32,71"
"24/2/2017","Balibeach - SP","1","256","3621,50","1256,58","34,70"
"24/2/2017","BALIBEACH RIO","0","4","183,00","43,31","23,67"
"24/2/2017","BALIBEACH RIO","1","114","1765,00","805,34","45,63"
"25/2/2017","Balibeach - SP","0","21","740,00","253,04","34,19"
"25/2/2017","Balibeach - SP","1","38","992,00","336,91","33,96"
"1/3/2017","Balibeach - SP","0","9","290,00","114,25","39,40"
"1/3/2017","Balibeach - SP","1","110","1287,50","485,52","37,71"
"1/3/2017","BALIBEACH RIO","0","2","56,00","27,48","49,07"
"1/3/2017","BALIBEACH RIO","1","27","535,00","-28,23","-5,28"
"2/3/2017","Balibeach - SP","0","13","515,00","194,43","37,75"
"2/3/2017","Balibeach - SP","1","465","9528,20","3640,19","38,20"
"3/3/2017","Balibeach - SP","0","9","445,00","122,29","27,48"
"3/3/2017","Balibeach - SP","1","198","3914,00","1571,36","40,15"
"3/3/2017","BALIBEACH RIO","0","8","307,30","82,51","26,85"
"3/3/2017","BALIBEACH RIO","1","219","3705,00","1448,49","39,10"
"4/3/2017","Balibeach - SP","0","22","778,00","281,37","36,17"
"4/3/2017","Balibeach - SP","1","117","2324,00","929,83","40,01"
"6/3/2017","Balibeach - SP","0","7","235,00","87,42","37,20"
"6/3/2017","Balibeach - SP","1","170","3866,00","1390,42","35,97"
"6/3/2017","BALIBEACH RIO","1","33","506,00","198,11","39,15"
"7/3/2017","Balibeach - SP","0","6","230,00","89,53","38,93"
"7/3/2017","Balibeach - SP","1","239","3537,00","1524,28","43,10"
"7/3/2017","BALIBEACH RIO","0","2","73,00","29,99","41,08"
"7/3/2017","BALIBEACH RIO","1","458","7435,50","3293,92","44,30"
"8/3/2017","Balibeach - SP","0","6","260,00","72,22","27,78"
"8/3/2017","Balibeach - SP","1","1838","29211,50","12573,29","43,04"
"8/3/2017","BALIBEACH RIO","0","3","81,00","35,59","43,94"
"8/3/2017","BALIBEACH RIO","1","64","1136,50","486,51","42,81"
"9/3/2017","Balibeach - SP","0","5","185,00","62,79","33,94"
"9/3/2017","Balibeach - SP","1","670","10407,00","4752,77","45,67"
"9/3/2017","BALIBEACH RIO","0","9","385,00","143,88","37,37"
"9/3/2017","BALIBEACH RIO","1","159","2550,00","1187,34","46,56"
"10/3/2017","Balibeach - SP","0","13","515,00","172,63","33,52"
"10/3/2017","Balibeach - SP","1","191","3450,50","1532,05","44,40"
"10/3/2017","BALIBEACH RIO","1","118","2062,00","919,07","44,57"
"11/3/2017","Balibeach - SP","0","17","585,00","206,63","35,32"
"11/3/2017","Balibeach - SP","1","28","725,00","242,68","33,47"
"11/3/2017","BALIBEACH RIO","0","1","25,00","0,26","1,05"
"11/3/2017","BALIBEACH RIO","1","260","4196,50","1484,05","35,36"
"13/3/2017","Balibeach - SP","0","9","402,00","140,97","35,07"
"13/3/2017","Balibeach - SP","1","498","7943,00","3104,72","39,09"
"13/3/2017","BALIBEACH RIO","0","5","173,00","71,17","41,14"
"13/3/2017","BALIBEACH RIO","1","13","230,00","79,27","34,46"
"14/3/2017","Balibeach - SP","0","16","600,00","244,81","40,80"
"14/3/2017","Balibeach - SP","1","122","2395,00","905,91","37,82"
"14/3/2017","BALIBEACH RIO","0","12","367,00","172,04","46,88"
"14/3/2017","BALIBEACH RIO","1","51","811,00","316,40","39,01"
"15/3/2017","Balibeach - SP","0","5","215,00","61,26","28,49"
"15/3/2017","Balibeach - SP","1","296","6420,50","2066,08","32,18"
"15/3/2017","BALIBEACH RIO","0","2","80,00","29,64","37,05"
"15/3/2017","BALIBEACH RIO","1","15","276,00","104,22","37,76"
"16/3/2017","Balibeach - SP","0","9","320,00","126,16","39,42"
"16/3/2017","Balibeach - SP","1","18","385,00","166,39","43,22"
"16/3/2017","BALIBEACH RIO","0","1","25,00","12,09","48,37"
"16/3/2017","BALIBEACH RIO","1","49","1093,00","383,34","35,07"
"17/3/2017","Balibeach - SP","0","10","380,00","148,25","39,01"
"17/3/2017","Balibeach - SP","1","29","841,00","268,05","31,87"
"17/3/2017","BALIBEACH RIO","0","2","88,00","33,73","38,33"
"17/3/2017","BALIBEACH RIO","1","115","2478,50","970,23","39,15"
"18/3/2017","Balibeach - SP","0","22","780,00","302,55","38,79"
"18/3/2017","Balibeach - SP","1","215","4841,00","1728,11","35,70"
"18/3/2017","BALIBEACH RIO","0","1","25,00","8,87","35,47"
"18/3/2017","BALIBEACH RIO","1","29","819,00","273,44","33,39"
"20/3/2017","Balibeach - SP","0","12","410,00","155,16","37,84"
"20/3/2017","Balibeach - SP","1","123","2683,50","954,56","35,57"
"20/3/2017","BALIBEACH RIO","0","3","75,00","31,98","42,64"
"20/3/2017","BALIBEACH RIO","1","51","1117,40","486,31","43,52"
"21/3/2017","Balibeach - SP","0","16","581,00","218,83","37,66"
"21/3/2017","Balibeach - SP","1","4796","70750,00","31336,49","44,29"
"21/3/2017","BALIBEACH RIO","0","4","109,00","27,90","25,59"
"21/3/2017","BALIBEACH RIO","1","20","332,00","121,50","36,60"
"22/3/2017","Balibeach - SP","0","2","55,00","23,98","43,60"
"22/3/2017","Balibeach - SP","1","1526","21742,00","9877,59","45,43"
"22/3/2017","BALIBEACH RIO","1","19","349,00","141,09","40,43"
"23/3/2017","Balibeach - SP","0","3","85,00","37,47","44,08"
"23/3/2017","Balibeach - SP","1","413","8730,00","3688,65","42,25"
"23/3/2017","BALIBEACH RIO","0","1","25,00","11,88","47,50"
"23/3/2017","BALIBEACH RIO","1","55","891,00","333,60","37,44"
"24/3/2017","Balibeach - SP","0","14","497,00","183,70","36,96"
"24/3/2017","Balibeach - SP","1","104","2042,50","813,68","39,84"
"25/3/2017","Balibeach - SP","0","11","340,00","121,50","35,74"
"25/3/2017","Balibeach - SP","1","72","1403,50","614,72","43,80"
"25/3/2017","BALIBEACH RIO","1","1112","15610,00","7359,60","47,15"
"27/3/2017","Balibeach - SP","0","7","225,00","71,53","31,79"
"27/3/2017","Balibeach - SP","1","441","7120,20","2912,26","40,90"
"27/3/2017","BALIBEACH RIO","1","39","838,00","365,97","43,67"
"28/3/2017","Balibeach - SP","0","9","315,00","106,91","33,94"
"28/3/2017","Balibeach - SP","1","390","6273,00","2782,04","44,35"
"28/3/2017","BALIBEACH RIO","1","555","8599,00","3855,51","44,84"
"29/3/2017","Balibeach - SP","0","3","100,00","42,47","42,47"
"29/3/2017","Balibeach - SP","1","485","7849,50","3555,90","45,30"
"29/3/2017","BALIBEACH RIO","0","4","106,00","38,47","36,29"
"29/3/2017","BALIBEACH RIO","1","59","1275,00","521,46","40,90"
"30/3/2017","Balibeach - SP","0","4","190,00","68,17","35,88"
"30/3/2017","Balibeach - SP","1","1224","18988,00","8583,48","45,20"
"30/3/2017","BALIBEACH RIO","1","32","913,00","255,66","28,00"
"31/3/2017","Balibeach - SP","0","3","90,00","41,69","46,33"
"31/3/2017","Balibeach - SP","1","46","1273,00","492,78","38,71"
"31/3/2017","BALIBEACH RIO","0","2","66,00","22,54","34,15"
"31/3/2017","BALIBEACH RIO","1","29","591,00","192,48","32,57"
"1/4/2017","Balibeach - SP","0","22","806,00","305,40","37,89"
"1/4/2017","Balibeach - SP","1","118","2204,00","849,17","38,53"
"3/4/2017","Balibeach - SP","0","20","755,00","237,02","31,39"
"3/4/2017","Balibeach - SP","1","149","3210,99","1115,55","34,74"
"3/4/2017","BALIBEACH RIO","0","10","354,00","147,32","41,62"
"3/4/2017","BALIBEACH RIO","1","69","1362,00","522,64","38,37"
"4/4/2017","Balibeach - SP","0","3","115,00","52,20","45,39"
"4/4/2017","Balibeach - SP","1","51","1279,49","449,26","35,11"
"4/4/2017","BALIBEACH RIO","1","473","8081,00","3554,98","43,99"
"5/4/2017","Balibeach - SP","0","12","585,00","195,51","33,42"
"5/4/2017","Balibeach - SP","1","102","2257,25","755,58","33,47"
"5/4/2017","BALIBEACH RIO","1","51","1030,00","308,68","29,97"
"6/4/2017","Balibeach - SP","0","6","190,00","67,04","35,28"
"6/4/2017","Balibeach - SP","1","496","9984,50","3887,54","38,94"
"6/4/2017","BALIBEACH RIO","0","1","40,00","15,83","39,58"
"6/4/2017","BALIBEACH RIO","1","31","744,00","227,56","30,59"
"7/4/2017","Balibeach - SP","1","186","7118,00","2375,83","33,38"
"7/4/2017","BALIBEACH RIO","0","2","134,00","33,80","25,23"
"7/4/2017","BALIBEACH RIO","1","73","1207,00","199,06","16,49"
"8/4/2017","Balibeach - SP","0","30","1240,00","405,98","32,74"
"8/4/2017","Balibeach - SP","1","66","1527,00","583,98","38,24"
"8/4/2017","BALIBEACH RIO","0","2","77,00","28,54","37,07"
"10/4/2017","Balibeach - SP","0","8","245,00","92,07","37,58"
"10/4/2017","Balibeach - SP","1","90","2059,99","793,47","38,52"
"10/4/2017","BALIBEACH RIO","1","38","737,00","284,32","38,58"
